tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
opcion_unica,¿Qué es un banco en el contexto económico?,Derecho,Una institución que solo guarda dinero sin generar créditos.,"Un agente económico intermediario financiero que recibe depósitos y otorga préstamos, entre otros servicios.",Una empresa que fabrica billetes y monedas.,Un organismo gubernamental que regula la política monetaria.,,,1,"Un agente económico intermediario financiero que recibe depósitos y otorga préstamos, entre otros servicios.",El banco es un intermediario financiero clave que capta depósitos y otorga créditos.,
opcion_unica,¿Qué institución en México protege los derechos del consumidor?,Derecho,"La PROFECO, que busca mejorar el nivel de vida y fomentar un consumo responsable.","La Procuraduría General de la República, que persigue delitos federales.","La Comisión Nacional Bancaria y de Valores, que supervisa a los bancos.","La Secretaría de Economía, encargada de regular precios.",,,0,"La PROFECO, que busca mejorar el nivel de vida y fomentar un consumo responsable.",La PROFECO es la entidad encargada de proteger y defender los derechos de los consumidores en México.,
opcion_unica,¿Por qué se dice que el derecho económico es bicéfalo?,Derecho,Porque regula tanto la producción como el consumo.,Porque es estudiado por dos disciplinas: derecho y economía.,Porque se aplica tanto en el ámbito federal como en el local.,Porque tiene un aspecto normativo y otro práctico-económico.,,,3,Porque tiene un aspecto normativo y otro práctico-económico.,"El derecho económico combina normas jurídicas con la realidad económica, por lo que tiene dos dimensiones.",
opcion_unica,¿Por qué las metas de la política económica cambian periódicamente?,Derecho,Porque los gobiernos cambian y cada uno impone sus metas.,Porque los consumidores exigen cambios constantes.,Porque las leyes económicas se modifican cada año.,"Porque se ajustan según las condiciones del Estado o del mercado, beneficiando a los empresarios.",,,3,"Porque se ajustan según las condiciones del Estado o del mercado, beneficiando a los empresarios.",Las metas de la política económica son dinámicas y se adaptan a las circunstancias del Estado y del mercado.,
opcion_unica,¿Cuál es el objeto general del derecho económico?,Derecho,Establecer los impuestos que deben pagar los ciudadanos.,Controlar los precios de los bienes y servicios.,"Normar los comportamientos económicos de los agentes y operadores, tanto físicos como morales.",Regular únicamente las actividades del Estado en la economía.,,,2,"Normar los comportamientos económicos de los agentes y operadores, tanto físicos como morales.",El derecho económico tiene como objeto las normas que regulan la conducta económica de los actores.,
opcion_unica,"De acuerdo con la Ley Orgánica de la Administración Pública Federal (LOAPF), ¿quién integra la administración pública centralizada federal?",Derecho,"Los municipios, las alcaldías y las juntas de gobierno.","Los organismos descentralizados, las empresas de participación estatal y los fideicomisos.","La Presidencia de la República, las Secretarías de Estado, los Departamentos Administrativos y la Procuraduría General de la República.","El Congreso de la Unión, el Poder Judicial y los gobiernos estatales.",,,2,"La Presidencia de la República, las Secretarías de Estado, los Departamentos Administrativos y la Procuraduría General de la República.",La administración centralizada federal se compone de los órganos directamente dependientes del Ejecutivo.,
opcion_unica,¿Cómo interviene el Estado en la economía?,Derecho,Nacionalizando todas las empresas y medios de producción.,Explotando recursos que le pertenecen exclusivamente y fomentando la inversión privada para promover la industrialización.,Absteniéndose de participar y dejando todo al mercado.,Solo a través de la regulación de precios y salarios.,,,1,Explotando recursos que le pertenecen exclusivamente y fomentando la inversión privada para promover la industrialización.,El Estado interviene directamente en sectores estratégicos y promueve la inversión privada.,
opcion_unica,¿De qué entidades se auxilia el Poder Ejecutivo de la Unión para formar la administración pública paraestatal?,Derecho,"Secretarías de Estado, departamentos administrativos y procuradurías.","Comisiones nacionales, institutos federales y tribunales administrativos.","Gobiernos estatales, municipales y juntas de coordinación.","Organismos descentralizados, empresas de participación estatal, instituciones nacionales de crédito, organizaciones auxiliares, instituciones de seguros y finanzas, y fideicomisos.",,,3,"Organismos descentralizados, empresas de participación estatal, instituciones nacionales de crédito, organizaciones auxiliares, instituciones de seguros y finanzas, y fideicomisos.","La administración paraestatal se integra por entidades con personalidad jurídica propia, como organismos descentralizados y fideicomisos.",
opcion_unica,¿Qué es el Derecho Registral?,Derecho,Rama del derecho que estudia los contratos y obligaciones entre particulares.,Conjunto de leyes que regulan la actividad de los notarios y su fe pública.,Sistema de publicidad de actos jurídicos que solo aplica a bienes inmuebles.,"Conjunto de normas y principios que regulan la organización y funcionamiento de los registros públicos, los derechos inscribibles y las medidas precautorias, en relación con terceros.",,,3,"Conjunto de normas y principios que regulan la organización y funcionamiento de los registros públicos, los derechos inscribibles y las medidas precautorias, en relación con terceros.",El Derecho Registral se define como el conjunto de normas y principios que regulan los registros públicos y los actos inscribibles frente a terceros.,
opcion_unica,¿Qué es el Derecho Notarial?,Derecho,Sistema legal que regula la actividad de los jueces en materia civil.,Rama del derecho que estudia los contratos mercantiles y su registro.,"Conjunto de disposiciones legislativas, reglamentarias, usos, jurisprudencia y doctrina que rigen la función notarial y el instrumento público.",Conjunto de normas que regulan la organización de los registros públicos.,,,2,"Conjunto de disposiciones legislativas, reglamentarias, usos, jurisprudencia y doctrina que rigen la función notarial y el instrumento público.",El Derecho Notarial comprende las normas y fuentes que regulan la función del notario y el instrumento público que autoriza.,
opcion_unica,"Además de la garantía, el sello, la firma y su registro, ¿qué otro requisito debe cumplir previamente el notario para ejercer su función?",Derecho,Obtener la autorización del Colegio de Notarios para ejercer en el distrito.,"Otorgar y mantener actualizada la garantía por el equivalente a 500 veces el valor diario de la UMA, a satisfacción de la Secretaría de Finanzas.",Contar con una póliza de seguro de responsabilidad civil por daños a terceros.,Aprobar un examen de oposición ante el Tribunal Superior de Justicia.,,,1,"Otorgar y mantener actualizada la garantía por el equivalente a 500 veces el valor diario de la UMA, a satisfacción de la Secretaría de Finanzas.",La ley exige que el notario otorgue y mantenga una garantía económica (500 UMA) ante la Secretaría de Finanzas.,
opcion_unica,¿Quién toma la protesta de ley a los notarios públicos?,Derecho,El presidente del Tribunal Superior de Justicia del Estado.,El director del Registro Público de la Propiedad.,El titular del Poder Ejecutivo del Estado (gobernador constitucional).,El secretario de Gobernación del Gobierno Federal.,,,2,El titular del Poder Ejecutivo del Estado (gobernador constitucional).,"La protesta de ley la toma el gobernador del Estado, como titular del Ejecutivo.",
opcion_unica,¿Por qué corresponde al Ejecutivo tomar la protesta a los notarios?,Derecho,Porque la Constitución Federal lo faculta para intervenir en todas las profesiones.,Porque el notario es un servidor público dependiente del Ejecutivo.,Porque el gobernador otorga el fiat notarial conforme a la Ley del Notariado y la Constitución local.,Porque el Poder Ejecutivo tiene la facultad de nombrar a todos los funcionarios públicos.,,,2,Porque el gobernador otorga el fiat notarial conforme a la Ley del Notariado y la Constitución local.,"El gobernador toma la protesta porque es quien otorga el fiat, según la Ley del Notariado y la Constitución local.",
opcion_unica,"Si el gobernador no toma la protesta de ley a los notarios, ¿quién puede sustituirlo?",Derecho,El presidente del Tribunal Superior de Justicia.,El presidente del Congreso del Estado.,El secretario de Finanzas del Estado.,El Secretario General de Gobierno.,,,3,El Secretario General de Gobierno.,La ley prevé que el Secretario General de Gobierno puede tomar la protesta en sustitución del gobernador.,
opcion_unica,"Si el Secretario de Gobierno no toma la protesta de ley a los notarios, ¿quién puede sustituirlo?",Derecho,El secretario de Finanzas puede tomarla.,El presidente del Colegio de Notarios puede tomarla.,El juez de primera instancia en turno puede tomarla.,Solo el gobernador y el Secretario de Gobierno pueden tomar protesta al notario.,,,3,Solo el gobernador y el Secretario de Gobierno pueden tomar protesta al notario.,La ley no contempla otro sustituto; solo el gobernador y el Secretario de Gobierno están facultados.,
